job_id,title,department,salary_range,telecommuting,has_company_logo,has_questions,fraudulent,country_id,emp_type_id,req_exp_id,req_edu_id,industry_id,function_id
5113,Junior Account Executive - Charlotte,Sales,,False,True,False,False,1,2,5,2,3,4
5114,UX/UI Designer,,,False,True,True,False,7,2,4,1,84,3
5115,Mobile Developer,Engineering,60000-80000,False,True,True,False,4,2,4,5,3,9
5116,Customer Service Representative,,2000-2000,False,False,False,True,1,2,1,4,54,2
5117,Business Analyst (Application Development Processes),Information Technology,20000-500000,False,False,False,False,51,2,5,3,65,7
5118,Designer: Creative Recruiter,Marketing & Design,,False,True,True,False,1,2,7,2,49,11
5119,Social Media Intern,Editorial,,False,True,True,False,14,3,1,1,1,3
5120,Shift Supervisor,CASH,,False,False,False,False,1,3,3,1,1,3
5121,Team Assistant Didactics (m/f),Didactics,,False,True,False,False,3,3,3,1,1,3
5122,Psychiatrist,ACT,,False,False,False,False,1,3,3,1,1,3
5123,Business analyst,,,False,True,False,False,20,2,4,3,6,32
5124,Lead .NET Developer,IS,95000-110000,False,False,False,False,1,2,4,1,3,7
5125,Freelance Landscape Architect,,,False,True,False,False,51,5,3,2,15,3
5126,Business Development & Sales Consultant,Sales,,False,False,True,False,4,3,3,1,1,3
5127,PeopleSoft HRMS Test Lead,IT,,False,True,False,False,1,2,4,2,6,7
5128,Customer Service Associate ,,,False,True,False,False,1,2,6,4,7,2
5129,Oracle Apps Data Migration Analyst,,,False,True,False,False,1,2,4,2,6,7
5130,Demonstrator,,,False,True,False,False,1,3,3,1,1,3
5131,User Experience Architect,,,False,False,True,False,1,3,3,1,1,3
5132,UX Designer for Product Suite,Product Development,55000-60000,False,True,True,False,3,3,4,1,10,16
5133,Part Time Marketing Executive,,,False,False,True,False,4,3,3,1,1,3
5134,Collections Specialist,,,False,False,True,False,1,2,6,5,1,2
5135,Account Executive - Healthcare IT,,,False,False,False,False,1,2,5,2,6,4
5136,Investment Director - Datacenter (2 Positions),,,False,True,True,False,1,2,8,3,27,26
5137,VMWare vFabric Consultant,,,False,False,False,False,1,3,3,1,1,3
5138,SAS Data Mining Analyst,,,False,False,False,False,1,3,3,1,1,3
5139,Demonstrator,,,False,True,False,False,1,3,3,1,1,3
5140,Software Engineer,,,False,True,True,False,1,3,3,1,1,3
5141,Mobile Designer/Co-founder,,,False,False,True,False,13,3,3,1,1,3
5142,Demonstrator,,,False,True,False,False,1,3,3,1,1,3
5143,Salesperson,,,False,True,True,False,13,3,3,1,12,4
5144,Demonstrator,,,False,True,False,False,1,3,3,1,1,3
5145,English Teacher Abroad (Conversational),,,False,True,True,False,1,5,6,2,17,13
5146,Staff Accountant,Accounting,,False,True,True,False,1,2,5,2,38,28
5147, Java / J2ee Developers ,,,False,True,True,False,9,3,3,1,1,3
5148,Intern (Summer or Immediate) - Global Banking Expansion,Business Development,,False,True,True,False,4,3,3,1,1,15
5149,Javascript Engineer,Development,,False,True,True,False,74,2,4,3,10,7
5150,Softcom-Int CVs Database,,,False,True,False,False,14,3,3,1,1,3
5151,Bournemouth Fragrance and Beauty Promotional Staff,,,False,True,True,False,4,6,5,5,25,4
5152,2 Full-Time Caregivers for an Independent and Compassionate Woman ,,,False,True,True,False,1,2,6,4,69,5
5153,English Teacher Abroad (Conversational),,,False,True,True,False,1,5,6,2,17,13
5154,Front-End Engineer,Engineering,,False,True,False,False,1,2,4,1,3,9
5155,Account Executive,,45000-70000,False,False,True,False,14,2,5,2,7,4
5156,HR Assistant,,,False,True,True,False,1,3,3,1,1,3
5157,Senior Visual Designer,,,False,True,False,False,1,2,4,2,10,11
5158,Demonstrator,,,False,True,True,False,1,3,3,1,1,3
5159,Customer Service Associate  ,,,False,True,False,False,1,2,6,4,14,2
5160,Geophysicist,Geology,,False,True,True,False,1,2,5,1,16,3
5161,Demonstrator,,,False,True,True,False,1,3,3,1,1,3
5162,Demonstrator,,,False,True,True,False,1,3,3,1,1,3
5163,Now Hiring Oil and Energy Professionals,Open,,False,True,True,False,1,2,2,1,16,3
5164,Demonstrator,,,False,True,True,False,1,3,3,1,1,3
5165,Translation Project Manager,,,True,True,False,False,29,3,3,1,1,3
5166,Administrative/Clerical,,,False,False,False,True,1,3,3,1,1,3
5167,Final Expense Agent,,,False,False,True,True,1,3,3,1,23,3
5168,Project Manager,Project Management,,False,False,False,False,10,3,3,1,1,3
5169,NVQ Level 5 Manager,Healthcare,19000-26000,False,False,False,False,4,4,3,1,4,3
5170,Burnley Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,1,10
5171,Data Engineer,,,False,True,False,False,1,2,3,2,48,9
5172,Referrals Specialist,,,False,False,False,False,1,2,3,1,22,3
5173,Security Tech,,,False,True,False,False,1,2,3,1,1,3
5174,FastTrack June'14 Fresher Hire Program,,,False,True,True,False,10,2,3,1,1,18
5175,".Net Developer - C# SQL SOA SSIS - Albany, NY",,,False,False,False,False,1,2,3,1,3,3
5176,10x Client Support - 1 year fixed term,,,False,True,True,False,4,2,5,5,7,2
5177,Retail Associate,,,False,True,True,False,1,3,3,1,1,3
5178,Retail Associate,,,False,True,True,False,1,3,3,1,1,3
5179,Retail Associate,,,False,True,True,False,1,3,3,1,1,3
5180,Software Sales Executive,Sales,,True,False,False,False,1,3,3,1,1,4
5181,"Graphic Artist, Persian Language",,,False,True,False,False,1,3,3,1,1,3
5182,Marketing Manager,,80000-120000,False,True,False,False,2,2,4,1,3,1
5183,Retail Associate,,,False,True,True,False,1,3,3,1,1,3
5184,Engagement Manager,Sales,,False,True,True,False,13,2,3,3,13,4
5185,"Clinic Assistant, Kingston",,16000-18500,False,True,True,False,4,2,6,4,4,2
5186,Product Designer,,,False,True,True,False,25,2,3,1,49,3
5187,Implementation Manager,,,False,True,True,False,4,2,3,2,7,7
5188,Sales - Sports Advertising Sales ,SALES ,,True,True,False,False,1,2,4,1,2,4
5189,web designer,,,False,True,False,False,13,2,4,1,10,3
5190,"Pharmaceutical Sales (Nashville, TN)",,,False,True,True,False,1,3,3,2,30,4
5191,Key Account Manager,KAM,,False,True,True,False,3,2,5,2,5,3
5192,Sonographer - Full and Part Time Opportunities,Ultrasound,,False,True,True,False,4,4,3,9,39,5
5193,HGV Class 1 - Trunk Driver,,,False,True,True,False,4,3,3,1,1,3
5194,"SBA Loan Underwriter-NW Suburbs Chicago, IL",,,False,True,False,False,1,3,3,1,1,3
5195,Service Delivery Manager 1 ,,,False,True,False,False,1,2,5,2,101,2
5196,Freelance writer/analyst for France,,,True,True,True,False,31,5,3,1,10,3
5197,RF Tech/Installer/Lead,Wireless,,False,True,True,False,1,2,3,5,13,20
5198,OUD: SummaView zoekt een Senior Developer 2,,,False,True,True,False,28,2,4,2,6,7
5199,Senior Network Architect-North Denver,,120000-130000,False,True,True,False,1,2,8,2,1,3
5200,Customer Service Advisor Internship,,,False,False,False,False,4,3,3,1,1,3
5201,Back-end Developer,Development,,False,True,True,False,1,2,4,2,10,12
5202,Director of Customer Success (remote/telecommute),Community,100000-120000,True,True,True,False,1,2,5,1,10,2
5203,Publisher Account Manager Denmark,,,False,True,False,False,19,3,3,1,1,3
5204,Java Developer ,,,False,True,False,False,28,2,4,2,3,7
5205,Reprographics Specialist ,,,False,True,False,False,1,2,6,4,7,2
5206,Health Safety Environmental Manager,,,False,False,False,False,1,2,3,1,52,3
5207,Senior Software Developer,Product,,False,True,True,False,13,2,4,5,10,28
5208,Junior Designer,Design,,False,True,True,False,31,2,5,2,10,11
5209,Caregiver-Paw Paw/ Lawton/ Decatur/ Marcellus ,,,False,True,True,False,1,4,2,1,4,28
5210,Sales Account Executive- Printing/Commercial,Sales,,False,False,False,False,1,2,3,1,83,4
5211,Office Manager,,,False,True,True,False,2,2,5,4,5,10
5212,Solution Design Specialist and Content Development Lead,,,False,True,True,False,1,2,5,2,22,8
5213,Compensation Analyst,Human Resources,,False,True,True,False,1,2,4,2,1,19
5214,PHP SOFTWARE DEVELOPER,Software development,140000-200000,True,False,False,False,10,2,5,10,6,9
5215,Android Programmer ,,,False,True,False,False,6,2,3,1,6,7
5216,HA7 1EP Trainee Dental Recruitment Consultant Under NAS 16-18 Year Olds Only,,,False,True,True,False,14,3,2,4,29,4
5217,Customer Service Driver I ,,,False,True,False,False,1,2,6,4,14,2
5218,Web Developer,,,False,False,True,False,9,2,6,5,6,7
5219,Web designer- Internship position,,,False,True,True,False,13,3,3,1,1,3
5220,Client Service Associate / Accountant,Client Operations,,False,True,True,False,1,2,5,2,51,3
5221,Sales Executive ,Sales,42000-80000,True,True,True,False,1,5,2,5,3,4
5222,Manchester Business Admin Apprenticeship available under NAS 16-18 year olds only,,,False,True,True,False,4,3,2,4,1,3
5223,Social & Market Research Interviewers,,,False,False,True,False,5,3,3,1,1,3
5224,"Program Host, Khmer Service",,,False,True,False,False,1,3,3,1,1,3
5225,Graduate Program,Sales,,False,True,True,False,6,2,6,2,6,4
5226,Beauty & Fragrance consultants needed,,,False,True,False,False,4,3,3,1,1,3
5227,HR Assistant,,,False,True,True,False,1,4,6,1,16,19
5228,Data Analyst,Engineer,,False,True,False,False,1,2,3,1,59,9
5229,UI Designer at Intel,,,False,True,True,False,1,2,3,2,3,11
5230,Investor Relations Analyst,,,False,True,True,False,1,2,3,1,16,25
5231,SEM Coordinator,,,False,True,True,False,13,2,3,1,1,3
5232,Java SW Engineer,,,False,True,False,False,11,3,3,1,1,3
5233,NORTHEAST Customer service/Management assessor,,,False,True,True,False,4,3,5,7,1,3
5234,DevOps Engineer,,,False,True,False,False,1,2,4,1,1,3
5235,Litigation Legal Secretary,legal,,False,False,True,False,1,3,3,1,1,3
5236,Risk Supervisor,,,False,True,True,False,1,2,4,2,7,32
5237,Product Marketing Director mHealth,,,False,True,True,False,1,2,8,3,22,1
5238,Community Manager,Operations,,False,True,True,False,2,2,5,2,5,3
5239,FT & PT Prep/Cook,Dietary,,False,True,True,False,1,1,6,4,79,2
5240,Oracle Techno-Functional Consultant,,,False,True,False,False,1,2,4,2,6,7
5241,Real Estate Agents,,,False,True,False,False,1,3,3,1,1,3
5242,Escrow Closer - Denver,,,False,True,False,False,1,2,4,4,23,8
5243,Sales Leader,,40000-55000,False,True,False,False,1,2,4,1,4,4
5244,Administrative Assistant,,,False,True,True,False,1,2,4,5,79,3
5245,Sales Executive,Sales,,False,True,False,False,1,3,3,1,1,3
5246,Senior Developer,,60000-120000,False,True,True,False,1,5,5,2,6,7
5247,SQL Developer,,60000-120000,False,True,True,False,1,5,2,2,6,7
5248,Traffic Manager,,30000-60000,False,True,True,False,1,2,5,5,2,1
5249,Sales Leader - Healthcare Veterans,,35000-50000,False,True,True,False,1,2,5,5,4,4
5250,Associate Business Development,,,False,False,False,False,47,2,6,1,6,15
5251,Cotillion Ballroom Dance Instructor,Services,,False,True,True,False,1,3,3,1,1,3
5252,Business development-Career Counseling,Marketing,,False,True,True,False,13,3,3,1,1,3
5253,.Net Developer,,,False,True,True,False,4,2,3,1,24,7
5254,Contract Sales Representative,Sales,40000-120000,False,True,False,False,1,5,3,2,1,4
5255,Customer Service Specialist,Customer Service,34000-50000,True,False,False,True,1,5,5,4,14,2
5256,Front-end Developer,Engineering,40000-75000,False,True,True,False,9,2,5,1,10,9
5257,Member Coach,,,False,True,False,False,4,2,3,5,7,15
5258,Housekeeper,,,False,False,True,False,1,3,3,1,1,3
5259,Client and Credit Consultants,Accounts,,False,False,True,False,54,3,3,1,1,3
5260,SENIOR CLIENT ARCHITECT,Architect,,False,False,True,False,43,3,3,1,1,3
5261,C++  GRAPHICS PROGRAMMER ,Programmer,,False,False,False,False,61,3,3,1,1,3
5262,UX DESIGNER,Designer,,False,False,False,False,61,3,3,1,1,3
5263,Turkish Marketing Assistant,Marketing,,False,False,False,False,54,3,3,1,1,3
5264,EMTs (Lift Coaches) San Diego,,,False,True,True,False,1,2,6,4,4,5
5265,Manchester Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,3,2,4,32,10
5266,English Teacher Abroad (Conversational),,,False,True,True,False,1,5,6,2,17,13
5267,"Telecommunications Lead Technician, 3rd Shift",Retail,,False,True,True,False,1,3,3,1,1,3
5268,UX Designer - 1871 General Companies,All Companies,60000-90000,False,True,False,False,1,2,4,1,6,8
5269,Sales Manager - Poland ,,,True,True,True,False,12,2,2,1,2,4
5270,Aberdeen Fragrance and Beauty Promotional Staff,,,False,True,True,False,4,6,5,5,25,4
5271,Online Sales Manager,Sales,,False,False,True,False,1,3,3,1,1,3
5272,Customer Care Representative,Customer Service Dept,,False,True,True,False,1,3,3,1,1,3
5273,SBA Business Development Officer NW Suburbs of Chicago,,,False,True,False,False,1,3,3,1,1,3
5274,Back End PHP Developer,Engineering,,False,True,True,False,13,2,4,2,6,9
5275,"Brand Ambassador - Marketing, Advertising and PR",Marketing,,False,True,False,False,1,2,6,5,2,1
5276,Junior App Store Manager,International Growth,,False,True,False,False,3,2,6,2,10,1
5277,Sales Director,Sales,,False,False,True,False,1,3,3,1,1,3
5278,VP Engineering,Engineering,0-0,False,True,True,False,32,3,3,3,1,9
5279,Registered Pharmacy Technician,Pharmacy,22000-60000,True,True,True,False,1,3,3,1,30,5
5280,Caregiver - Buchanan/Niles,,,False,True,True,False,1,4,3,4,4,5
5281,"Mixers/Batch Makers (Commercial Bakery) | North York, ON",,,True,True,False,False,9,2,6,5,21,21
5282,Marketing Manager,Marketing,,False,True,True,False,31,3,3,1,1,3
5283,Copywriter (Freelance),Business:Marketing,,False,True,True,False,4,5,4,1,2,33
5284,Chief Operating Officer,Apps,,False,True,True,False,9,2,7,1,6,3
5285,Senior Developer,Core,,False,True,True,False,4,3,3,1,1,3
5286,"Country Manager, Peru",Business Development,,False,True,True,False,75,3,3,1,1,3
5287,"Country Manager, Colombia",Business Development,,False,True,True,False,76,3,3,1,1,3
5288,Customer Service Team Lead,,,False,True,False,False,1,2,6,4,14,2
5289,"Brand Ambassador - Entry-Level Advertising, Marketing and PR",Marketing,,False,True,False,False,1,2,6,5,2,1
5290,Management - Entry-Level,Management,,False,True,False,False,1,2,6,5,2,6
5291,Senior Ruby on Rails Developer,,,True,True,True,False,12,3,3,1,1,3
5292,Office Manager,,24000-28000,False,True,True,False,1,2,5,4,85,10
5293,Key Account Manager,Sales,,False,True,True,False,13,3,3,1,1,3
5294,Full-Time Caregiver for Spunky Young Woman,,,False,True,True,False,1,2,3,4,1,5
5295,CRM Manager,CustomerSupport,,False,False,True,False,54,3,3,1,1,3
5296,Junior PHP Developer,Online Business,,False,True,True,False,13,3,3,1,1,3
5297,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
5298,PHP developer,Production,,False,True,True,False,13,3,3,1,1,3
5299,Customer Assistant,,,False,True,False,True,9,3,3,1,1,3
5300,Non-Profit Administrative Assistant,Health Policy,,False,True,True,False,1,3,3,1,1,3
5301,CQ Back End Developer,,0-0,False,False,False,False,4,5,4,5,6,9
5302,Active Directory Analyst,,,False,True,False,False,1,3,3,1,1,3
5303,"International Broadcaster, Creole Service",,,False,True,False,False,1,3,3,1,1,3
5304,Email / Web Designer,,,False,True,True,False,1,5,3,1,49,11
5305,Sales Director,Sales,,False,False,True,False,1,3,3,1,1,3
5306,Senior Software Engineer (Full Stack) ,,80000-100000,False,False,False,False,68,2,4,2,24,7
5307,Administrative Assistant/Front Desk Clerk,,,False,False,False,False,1,3,3,1,1,3
5308,Software Engineer,,,False,True,True,False,4,3,3,1,1,3
5309,"VP/General Manager, US",GM,,False,True,False,False,1,2,8,1,10,3
5310,Office Manager,,,False,True,False,False,1,2,3,2,10,10
5311,Process Safety Engineer - OSHA PSM ALOHA CAMEO PHAST - LA,,,False,False,False,False,1,2,3,1,1,3
5312,Full Stack PHP/Python Engineer - OptionsAway,OptionsAway,90000-110000,False,True,False,False,1,2,4,2,6,7
5313,Senior Consultant / Manager,,,False,True,False,False,4,3,3,1,1,3
5314,Designer: Freelancer,,,False,True,False,False,1,5,5,5,3,11
5315,Microsoft .Net and C# developer,,,True,True,False,False,43,5,4,1,3,7
5316,Scrum Master / Agile Coach,Engineering,,False,True,True,False,3,2,4,8,24,9
5317,"Software Engineer, Dev Team",,,False,True,True,False,31,2,6,5,3,7
5318,Commercial and Government Lighting Retrofit Consultant (LED),,0-100000,False,False,True,False,1,3,5,4,98,15
5319,Routing Engineer,,,False,True,True,False,4,3,3,1,1,3
5320,RECRUITMENT CONSULTANT - Sth Yorks,,20000-30000,False,True,True,False,4,2,5,4,26,15
5321,Engagement Marketing Manager,,,False,True,True,False,1,2,2,2,3,1
5322,ColdFusion Developer,,,False,True,True,False,16,2,5,2,3,7
5323,Carpentery Assistant,,,False,True,False,False,1,6,5,4,85,12
5324,General Job Application,,,False,True,True,False,9,2,2,2,10,8
5325,Human Resources Manager,,,False,False,False,False,1,2,3,1,29,3
5326,SQL Developer ( MS SQL Server) ,,,False,False,True,False,1,2,4,1,6,7
5327,JavaScript Web Developer,,30000-35000,False,True,False,False,4,2,2,5,3,7
5328,Design Entry Position ,,,False,True,True,False,7,2,3,1,1,11
5329,Substance Abuse Counselor (Sugarloaf Center),,,False,True,False,False,1,2,6,4,4,5
5330,Digital Internship,,,False,True,False,False,5,1,1,1,37,8
5331,Software Automation Test Engineer,,,True,False,False,False,1,3,3,1,1,3
5332,Office Manager,SALES,,False,False,True,False,16,3,3,1,1,3
5333,WF17 9LU Business Admin Apprenticeship 16-18 year olds only,,,False,True,True,False,4,2,2,4,1,10
5334,Digital Marketing Consultant,Sales,70000-90000,False,True,True,False,2,2,4,2,56,4
5335,"Production Supervisor - cincinnati, OH - Permanent Position",,,False,False,False,False,1,2,4,2,40,9
5336,Commercial and Government Solar Consultant,,0-100000,False,False,True,False,1,3,5,4,98,4
5337,"Sr. Merchandiser, Divisional Merchandising Manager",Merchandising,800000-1200000,False,False,False,False,10,2,4,3,105,1
5338,Technical Writer,tech,,False,True,True,False,1,2,3,1,1,3
5339,UX Designer,Design,,False,True,False,False,1,2,3,1,6,11
5340,FX Institutional Sales / Business Development (Global),Sales,,True,False,True,False,27,3,3,1,1,3
5341,Social Media & Content Marketing Manager (remote/telecommute),Marketing,,True,True,True,False,1,2,4,1,10,1
5342,Business Analyst,,,False,True,False,False,1,6,3,2,48,32
5343,Structural Engineer,onshore,,False,False,True,False,28,3,3,1,1,3
5344,Backstage Pass Internship,Digital,,False,True,True,False,1,3,3,1,2,24
5345,"Digital Marketing Paid Internship (Adwords, SEO, Facebook Ads, Analytics)","Search, Performance & Social",,False,True,True,False,13,2,1,2,2,1
5346,IT Manager,,,False,True,False,False,1,2,4,2,6,7
5347,Administrative Assistant,,28000-32000,False,True,True,False,1,2,6,2,81,10
5348,Desktop Engineer,IT,,False,False,True,False,65,3,3,1,1,3
5349,Senior / Lead Designer,Core ,42000-62000,False,True,True,False,4,2,4,5,10,11
5350,Copywriter,,,False,True,True,False,4,3,3,1,1,3
5351,Geospatial Surveyor,,,False,False,False,False,4,3,3,1,1,3
5352,Customer Service Print Team Lead,,,False,True,False,False,1,2,5,4,14,2
5353,Network Systems Engineer,,,False,True,True,False,4,2,6,1,67,7
5354,Sales Rep Needed $$$$$$$$$$$,sales,,False,False,False,True,1,3,3,1,1,3
5355,Java Ass Kicker,,,False,True,False,False,1,2,4,2,1,7
5356,JAVA Developer with expertise in EJB & Vaadin,,,False,True,False,False,16,2,4,2,3,7
5357,Network IT Consultant/Systems Engineer/Network Administrator (Immediate Hire),,50000-70000,False,False,True,False,1,2,4,2,67,18
5358,Sales Consultant,,60-150,False,True,False,False,1,2,6,4,38,4
5359,R&D Proposal Consultant,PRESALES,20000-25000,False,True,True,False,13,2,4,3,6,18
5360,Java Developer with FX,,,False,True,False,False,1,3,3,1,1,3
5361,SENIOR RETENTION ANALYST,Analyst,,False,False,False,False,54,3,3,1,1,3
5362,Shapeways Technology Intern,,,False,True,True,False,1,6,1,1,6,9
5363,Licensed Life Insurance Agent,Sales,,False,True,True,True,1,2,2,4,23,4
5364,General Manager,OTC,15000-75000,True,True,True,False,1,3,3,1,30,26
5365,Database Engineer,,,False,True,True,False,1,2,4,2,22,7
5366,Customer Service Representative,Customer Service,18000-22000,False,True,True,False,4,2,6,5,60,2
5367,English Teacher Abroad (Conversational),,,False,True,True,False,1,5,6,2,17,13
5368,Editor in Chief - Fnatic.com,Editorial,,True,True,True,False,4,2,2,4,62,33
5369,New York Spanish Bilingual Communication Assistant ,CSD Relay,,False,True,True,False,1,3,6,4,13,2
5370,Designer: Contractor,,,False,True,False,False,1,5,5,5,3,11
5371,"Electrical Engineer - San Bernardino, CA - Permanent Position",,,False,False,False,False,1,2,4,2,40,9
5372,Registered Nurse ,,,False,True,True,False,1,2,5,1,4,3
5373,Lead Developer,,,False,True,True,False,4,3,3,1,1,3
5374,PR2 8EA Apprentice Admin Assistant government funding 16-18 year olds only!,,,False,True,False,False,4,2,1,4,1,10
5375,Senior iOS Ninja,,,False,True,True,False,13,2,4,2,44,9
5376,Application Developer Java,Information Technology,15000-30000,False,True,False,False,51,5,5,2,6,7
5377,FX Institutional Sales / Business Development (Global),Sales,,False,False,True,False,10,3,3,1,1,3
5378,Product Sourcing ,,,False,True,False,False,1,2,5,1,4,10
5379,Project Administrator Project Support,Administrator ,10000-30000,False,True,False,False,51,5,5,1,6,10
5380,Data Center Network Architect,Equinix,,False,True,False,False,1,2,4,2,6,7
5381,Behavioral Assistant ,,,False,True,False,False,1,5,3,2,53,3
5382,Ticket Booth Agent,,,False,False,True,False,1,4,2,1,41,3
5383,Software Developer,Disruptive Innovation,,True,False,False,False,1,2,6,5,6,7
5384,SAP BW Lead/Architect,,,False,True,True,False,10,2,3,1,6,3
5385,"Analyst, Partnership Development & Client Fulfillment",,,False,True,False,False,1,2,5,2,7,32
5386,Recruiter,HR,15000-25000,False,True,False,False,51,2,2,2,29,19
5387,Lead Business Intelligence / Business Objects (BOBJ) ,,,False,True,False,False,1,2,4,2,6,7
5388,Internship (Supply Chain),,4500-4500,False,True,True,False,13,2,1,2,48,14
5389,English Teacher Abroad (Conversational),,,False,True,True,False,1,5,6,2,17,13
5390,Electrical Controls Engineer,,,False,False,False,False,1,2,3,1,1,3
5391,Inside Sales Rep,,,False,True,False,False,1,2,5,2,4,4
5392,Senior Application Developer,Greetsnap Development,,True,True,True,False,13,3,3,1,1,3
5393,Assistant Teacher,Education,,False,True,False,False,1,2,6,4,1,13
5394,Human Resource Manager ,,,False,True,True,False,1,2,8,2,55,19
5395,Freelance Customer Service Agent English,Customer Service,,False,True,False,False,3,1,2,1,24,2
5396,CTO - Chief Techology Officer,Engineering,,False,False,True,False,32,3,3,1,1,3
5397,Account Executive,,,False,True,False,False,1,2,5,2,23,26
5398,Entry Level .Net Developer-US Applicants,IT,,False,False,False,False,1,2,6,3,6,18
5399,Passionate Backend Developer,Technology,,False,True,True,False,3,3,3,1,1,3
5400,Temp to Perm Administrative Assistant,,,False,True,False,False,1,6,3,2,37,10
5401,Entry Level Java Developer-US Applicants,,,False,False,False,False,1,2,6,3,6,7
5402,Sales Associate,,,False,True,False,False,1,2,3,1,55,4
5403,Frontend Ninja and Web Developer,Tech,,False,True,True,False,14,3,3,1,1,3
5404,Recovery Specialist,,,False,True,False,False,1,2,3,1,7,3
5405,Property Manager (LCAM),Operations (Residential),,False,True,False,False,1,2,4,6,11,6
5406,Developer (Integration),,,True,True,True,False,4,3,3,1,1,3
5407,Web Agency Sales and Business Development Associate,,,False,True,True,False,1,5,5,2,10,28
5408,Front-End Developer,Core Team,,False,True,True,False,4,2,4,1,10,3
5409,Embedded web hacker,,,True,True,False,False,4,5,2,5,3,7
5410,Data Scientist,Engineering,,False,True,False,False,1,2,3,2,1,9
5411,Franklin Templeton - Pricing Analyst,,,False,True,False,False,1,2,3,1,7,3
5412,Account Executive : Web and Application Development,,,False,True,True,False,1,2,5,2,10,4
5413,Senior Full-Stack Developer,R&D,,False,True,False,False,7,3,3,1,1,3
5414,Administrative Assistant,,0-2000,False,False,False,True,1,2,3,1,13,10
5415,Account Executive (German Market),Customer Support,,False,True,True,False,12,2,3,1,10,28
5416,Delivery Driver,,33000-53000,False,False,False,False,9,2,6,4,15,3
5417,Sales Manager (Commission Based),Sales,,False,False,False,False,3,3,3,1,1,3
5418,Web Developer,,,False,True,True,False,1,3,3,1,1,3
5419,sales Associate,Sales,,False,False,False,True,1,3,3,1,1,3
5420,Systems Engineer,Engineering,,False,True,True,False,13,3,3,1,1,3
5421,Senior Service Delivery Engineer,Engineering,,False,True,True,False,13,2,4,2,13,3
5422,Policy/Procedures writer,,,False,True,False,False,1,5,8,10,7,33
5423,Sales & Marketing Trainee,,,False,True,True,False,16,3,1,1,1,3
5424,PASSIONATE EXPERIENCED PCP's NEEDED TODAY! WE PAY MORE FOR THE VERY BEST IN THE INDUSTRY!,,,False,True,True,False,1,4,3,1,1,3
5425,Marketing Associate,,,False,True,False,False,1,2,5,2,4,1
5426,"Systems Analyst, Level 2",,,False,True,False,False,9,3,3,1,1,3
5427,Transactional Secretary Job in Orange County,Legal,,False,False,True,False,1,3,3,1,1,3
5428,Records Clerk Job in Orange County,Legal,,False,False,True,False,1,3,3,1,1,3
5429,Entry Level Legal Jobs in Orange County,Legal,,False,False,True,False,1,3,3,1,1,3
5430,Sheffield Estate Agents Office Assistant Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,1,10
5431,Outside Sales Professional-Greater St. Paul Area,,,False,True,False,False,1,3,3,1,1,3
5432,Real Estate Finance Paralegal Job in Orange County,Legal,,False,False,True,False,1,3,3,1,1,3
5433,Customer Service Rep.,Customer Service Rep.,,False,False,False,True,1,3,3,1,1,3
5434,TELESALES AGENTS,,14000-18000,False,True,True,False,4,2,5,5,57,4
5435,customer service agent,customer service,,False,False,True,True,1,3,3,1,1,3
5436,Mechanical Assembly & Test Technician,I9 Manufacturing (345),,False,False,False,True,1,2,3,1,36,9
5437,Healthcare Support Rep. ,,,False,True,False,False,1,2,5,1,4,1
5438,Academic Tutor - Upper Level Math or Science ,,0-0,False,True,True,False,1,4,6,2,17,13
5439,Chief Technical Officer,Board of Directors,,True,True,True,False,1,3,3,1,1,3
5440,Recruitment Manager (Maternity cover),Organisational Development,,False,False,True,False,4,3,3,1,1,3
5441,Systems Administrator (Delhi),,,False,True,True,False,10,2,2,1,10,7
5442,Easy Money,,,False,True,True,True,1,3,3,1,1,3
5443,"Controls Engineer - Farmington Hills, MI",Controls Engineer,,False,True,True,True,1,2,4,9,44,9
5444,"Controls Engineer - St Louis, MO",Controls Engineer,,False,True,True,True,1,2,4,9,44,9
5445,Executive Chef,,65000-75000,False,True,False,True,39,2,7,1,41,8
5446,Graduate Strategist,Client Services,,False,True,True,False,1,2,6,2,10,18
5447,"Warehouse Staff @ PGI, a Food Production Company",Warehouse,,False,True,False,False,1,2,6,4,20,12
5448,Customer Service Agent,Call Center,60000-100000,False,False,True,False,21,2,2,4,7,2
5449,Software Developer,Engineering,,False,True,True,False,4,3,3,1,1,3
5450,Something else (Other),,,False,True,False,False,14,3,3,1,1,3
5451,Retail Demonstrator,,,False,False,True,True,1,3,3,1,1,3
5452,Adminstrative/Data Entry,Recruiting,,True,False,False,True,1,3,3,1,1,3
5453,Applications Engineer,,,False,False,True,False,1,3,3,1,1,3
5454,Outbound Calling,Sales,,True,False,True,False,1,3,3,1,1,3
5455,Field Technician,,,False,False,False,False,1,3,3,1,1,3
5456,Office Manager / General Manager,,,False,True,True,False,4,3,3,1,1,3
5457,HP eXstream Developer,Information Technology,,False,False,True,False,1,3,3,1,1,3
5458,Project Manager - UK,,,False,True,True,False,4,3,3,1,1,3
5459,Director of Finance,,,False,True,True,False,17,3,3,1,1,3
